project_id,project_title,award_amount_m,award_holder_name,hrcs_health_category,inpmceurope,trialscientific,trialpubtype,trialidtype
13/04/107,Cerclage Suture Type for an Insufficient Cervix and its effect on Health outcomes (C-STICH),2.01232635,Mr Philip Toozs-Hobson,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
13/24/03,Pulmonary Rehabilitation and ACTIvity after COPD Exacerbations- The PRACTICE Trial,0.34920610999999996,Dr Rodney Hughes,Respiratory,TRUE,TRUE,TRUE,FALSE
13/34/64,Antibiotics for lower Respiratory Tract Infection in Children presenting in Primary Care (ARTIC PC),1.56908049,Professor Paul Little,Infection,TRUE,TRUE,TRUE,FALSE
13/115/62,UK Study of tendo Achilles Rehabilitation – multicentre randomised clinical trial (UK STAR),0.93550472,Professor Matthew Costa,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
13/115/82,"E-FREEZE: a randomised controlled trial evaluating the clinical and cost-effectiveness of a policy of freezing all embryos followed by thawed frozen embryo transfer, compared with a policy of fresh embryo transfer in women undergoing in-vitro fertilization.",1.43430436,Professor Abha Maheshwari,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
13/14/01,Behavioural Activation Therapy after Stroke (BATS): a feasibility randomised controlled trial of a psychological intervention for post-stroke depression,0.4163853,Dr Shirley Thomas,"Mental Health,Stroke",TRUE,TRUE,TRUE,FALSE
13/15/02,"A randomised, double blind, placebo-controlled trial of a two-week course of dexamethasone for adult patients with a symptomatic Chronic Subdural Haematoma (Dex-CSDH trial)",1.3020973,Professor Peter Hutchinson,"Neurological,Injuries and Accidents",TRUE,TRUE,TRUE,TRUE
13/153/04,Liver Resection Surgery Versus Thermal Ablation for Colorectal LiVer MetAstases,0.58530777,Professor Brian Davidson,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
13/154/04,"EMPOWER: Early Signs Monitoring to Prevent Relapse and PrOmote Wellbeing, Engagement and Recovery",0.90422781,Professor Andrew Gumley,Mental Health,TRUE,TRUE,TRUE,FALSE
13/87/08,Aspirin for Venous Ulcers: Randomised Trial (AVURT),0.29343234999999995,Professor Robert Hinchliffe,Cardiovascular,TRUE,TRUE,TRUE,TRUE
13/88/11,"Efficacy, safety and impact on antimicrobial resistance of duration and dose of antibiotic treatment for children with Community-Acquired Pneumonia (CAP): a randomIsed controlled Trial - CAP-IT",1.99878174,Professor Michael Sharland,Infection,TRUE,TRUE,TRUE,TRUE
13/88/13,Children’s drops for ear pain in acute otitis media: the CEDAR randomised controlled trial,0.99587543,Professor Alastair Hay,Infection,TRUE,TRUE,TRUE,FALSE
13/180/10,Augmentation of psychotherapy with d-cycloserine for anxiety disorders.,0.01,Professor Rachel Churchill,Mental Health,FALSE,TRUE,FALSE,FALSE
13/180/14,Robotic Assisted Gynaecological Surgery,0.007875,Dr Clare Jess,Renal and Urogenital,FALSE,TRUE,FALSE,FALSE
13/180/15,Anti-vascular endothelial growth factor (VEGF) drugs for treatment of retinopathy of prematurity,0.007,Dr Roger Soll,Eye,FALSE,FALSE,FALSE,FALSE
14/08/47,The Pragmatic Ischaemic Thrombectomy Evaluation (PISTE) Trial - main phase: A randomised controlled trial of mechanical thrombectomy in acute ischaemic stroke,0.21090929,Professor Keith Muir,Stroke,TRUE,TRUE,TRUE,TRUE
14/140/78,ROMIO (Randomized Oesophagectomy: Minimally Invasive or Open): Definitive Trial,2.119632,Professor Chris Metcalfe,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
13/26/01,Multi-centre randomised controlled trial with economic evaluation and nested qualitative study comparing early structured physiotherapy versus manipulation under anaesthesia versus arthroscopic capsular release for patients referred to secondary care with a frozen shoulder (Adhesive Capsulitis),1.706599,Professor Amar Rangan,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
14/160/01,Treatment of first-time traumatic anterior shoulder dislocation UK.TASH-D Study,0.34821784,Professor Jonathan Rees,Musculoskeletal,TRUE,FALSE,FALSE,FALSE
13/28/02,Randomised controlled trial of the selective serotonin reuptake inhibitor Sertraline versus Cognitive Behavioural Therapy for anxiety symptoms in people with Generalised Anxiety Disorder who have failed to respond to low intensity psychological interventions as defined by the NICE GAD guidelines,0.4094417199999999,Dr Marta Buszewicz,Mental Health,TRUE,TRUE,TRUE,FALSE
14/174/03,Management of Chronic rhinosinusitis,0.05,Professor Martin Burton,Respiratory,TRUE,TRUE,FALSE,TRUE
14/176/12,"Balance Right in Multiple Sclerosis (BRiMS): A guided self-management programme to reduce falls and improve quality of life, balance and mobility in people with Multiple Sclerosis.",0.35637974,Professor Jennifer Freeman,Neurological,TRUE,TRUE,TRUE,FALSE
14/186/01,Mentalization for Offending Adult Males (MOAM),1.5789741000000002,Professor Peter Fonagy,Mental Health,TRUE,TRUE,TRUE,FALSE
14/192/71,A randomised controlled trial comparing the clinical effectiveness and cost-effectiveness of laparoscopic cholecystectomy compared with observation/conservative management for preventing recurrent symptoms and complications in adults with uncomplicated symptomatic gallstones (C-Gall),1.47473393,Dr Irfan Ahmed,Oral and Gastrointestinal,TRUE,TRUE,TRUE,FALSE
14/192/97,Pragmatic RAndomised controlled trial of a trauma-focused guided self help Programme versus InDividual Trauma-Focused Cognitive Behavioural Therapy for post traumatic stress disorder (RAPID),1.2597716200000002,Professor Jonathan Bisson,Mental Health,TRUE,TRUE,TRUE,FALSE
14/139/17,Uterotonic drugs for preventing postpartum haemorrhage: A network meta-analysis and cost-effectiveness analysis,0.19774692,Professor Arri Coomarasamy,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,TRUE
14/140/80,Journeying through dementia; randomised controlled trial of clinical and cost effectiveness,2.16484319,Professor Gail Mountain,Neurological,TRUE,TRUE,TRUE,FALSE
14/199/09,The UK Resuscitative Endovascular Balloon Occlusion of the Aorta (UK-REBOA) Study,1.25135407,Professor Jan Jansen,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
14/199/14,WHIST - Wound Healing In Surgery for Trauma,1.59538035,Professor Matthew Costa,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
14/211/02,Interventional management of hyperhidrosis: an evidence synthesis and value of information analysis,0.19682905,Dr Nerys Woolacott,Skin,TRUE,TRUE,FALSE,FALSE
14/213/10,A systematic review of psychological interventions to improve motivation for self-management in people with type 1 and type 2 diabetes,0.17401298,Dr Kirsty Winkley,Metabolic and Endocrine,TRUE,TRUE,FALSE,FALSE
14/167/01,Steroid Induction Regimen for Juvenile Idiopathic Arthritis (JIA),0.26952632,Dr Eileen Baildam,Inflammatory and Immune System,TRUE,TRUE,TRUE,FALSE
14/221/02,Estimating the benefits and harms of Z-drugs for people with dementia and sleep disorders,0.27996141999999996,Professor Christopher Fox,Neurological,TRUE,TRUE,FALSE,FALSE
14/172/01,The RESPECT Study (Randomised Evaluation of Sexual health Promotion Effectiveness informing Care and Treatment): a feasibility study of an intervention aimed at improving the Sexual Health of People with Severe Mental Illness,0.5804348,Professor Elizabeth Hughes,"Reproductive Health and Childbirth,Infection,Mental Health",TRUE,TRUE,TRUE,TRUE
14/49/159,Statin Web-based Investigation of Side Effects Trial (Statin WISE Trial),1.01656459,Professor Liam Smeeth,Cardiovascular,TRUE,TRUE,TRUE,TRUE
14/49/94,"What is the effectiveness of varenicline compared with nicotine replacement therapy for long term smoking cessation and clinically important outcomes such as mortality, myocardial infarction and frequency of service use? Evidence from the Clinical Practice Research Datalink",0.18562472,Dr Neil Davies,Mental Health,TRUE,TRUE,FALSE,TRUE
14/68/09,"A multicentre, investigator-blinded randomised, 12 month, parallel group, superiority study to examine whether the addition of shared patient and family aftercare improves patient and carer wellbeing following inpatient treatment for anorexia nervosa",1.60074644,Professor Janet Treasure,Mental Health,TRUE,TRUE,TRUE,TRUE
14/190/01,The CRASH-3 Trial: Tranexamic acid for the treatment of significant traumatic brain injury,1.20414876,Professor Ian Roberts,Injuries and Accidents,TRUE,TRUE,TRUE,TRUE
14/192/110,Minimally invasive thoracoscopically-guided right minithoracotomy versus conventional sternotomy for mitral valve repair: a multicentre randomised controlled trial (UK Mini Mitral),1.64730447,Professor Enoch Akowuah,Cardiovascular,TRUE,TRUE,TRUE,FALSE
14/192/53,SupPoRtive Exercise Programmes for Accelerating REcovery after major ABdominal Cancer surgery (Acronym: PREPARE-ABC),1.90819,Mr James Hernon,Cancer and neoplasms,TRUE,TRUE,TRUE,FALSE
14/192/89,"Comprehensive ascertainment of bleeding in patients prescribed different combinations of dual antiplatelet therapy (DAPT) and triple therapy (TT, DAPT plus an anticoagulant) after coronary interventions in the UK: a population based cohort study The ADAPTT Study",0.41011263,Dr Maria Pufulete,Cardiovascular,TRUE,FALSE,TRUE,FALSE
15/09/06,The Effectiveness and cost-effectiveness of Surgical Treatments for womEn with stRess urinary incontinence: An evidence synthesis (ESTER),0.29295133,Professor Dawn Craig,Renal and Urogenital,TRUE,FALSE,FALSE,FALSE
15/100/01,A 2x2 factorial randomised open label trial to determine the clinical and cost-effectiveness of hypertonic saline (HTS 6%) and carbocisteine for airway clearance versus usual care over 52 weeks in bronchiectasis,1.28212072,Professor Joseph Elborn,Respiratory,TRUE,TRUE,TRUE,TRUE
15/101/16,"Effectiveness, cost effectiveness and safety of gabapentin versus placebo as an adjunct to multimodal pain regimens in surgical patients: A placebo controlled randomised controlled trial with blinding (The GAP study)",1.38716025,Dr Ben Gibbison/Professor Chris Rogers,Generic Health Relevance,TRUE,TRUE,TRUE,FALSE
15/102/04,"DISC: Dupuytren’s Interventions Surgery vs. Collagenase. 
A pragmatic multi-centre randomised controlled non-inferiority, cost effectiveness trial comparing injections of collagenase into the cord to surgical correction in the treatment of moderate Dupuytren’s contracture in adult patients",1.92299379,Professor Joseph Dias,Musculoskeletal,TRUE,TRUE,TRUE,TRUE
15/108/02,Manualising Individualised Placement Support for people with unemployment due to chronic pain and testing the feasibility of a randomised controlled trial,0.30410159999999997,Professor Karen Walker-Bone,Generic Health Relevance,TRUE,TRUE,TRUE,FALSE
15/113/01,A randomised controlled trial to determine the effectiveness of bridging from emergency to regular contraception: The 'Bridge-it' study,0.97035728,Professor Sharon Cameron,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
14/222/02,A randomised pragmatic trial comparing the clinical and cost effectiveness of lithium and quetiapine augmentation in treatment resistant depression.,1.40576332,Professor Anthony Cleare,Mental Health,TRUE,TRUE,TRUE,TRUE
15/130/84,External frame versus internal locking plate for articular pilon fracture fixation: a multi-centre randomised controlled trial,1.98605301,Professor Hemant Sharma,Injuries and Accidents,TRUE,TRUE,FALSE,FALSE
14/26/08,Medically unexplained symptoms(MUS): primary care intervention,0.19958109,Dr Joanna Leaviss,Disputed aetiology and other,TRUE,TRUE,FALSE,FALSE
14/29/01,A Community-Based Intervention to Improve Health-Related Quality of Life in Children and Adolescents of Parents with Serious Mental Illness: Feasibility Study,0.48588068,Professor Kathryn Abel,Mental Health,TRUE,TRUE,TRUE,FALSE
14/36/02,Risks and benefits of bisphosphonate use in patients with chronic kidney disease: a population-based cohort study,0.340486,Professor Daniel Prieto-Alhambra,"Musculoskeletal,Renal and Urogenital",TRUE,FALSE,FALSE,FALSE
15/154/07,Surgical fixation versus non-operative management for patients with stable thoracolumbar fractures: a feasibility study,0.4301322,Mr Arun Ranganathan,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
14/45/04,"Chondroitin sulphate for hand osteoarthritis: a randomised, placebo-controlled trial in primary care: The FACTUAL STUDY",0.311738,Professor Christian Mallen,Musculoskeletal,FALSE,TRUE,FALSE,FALSE
15/187/05,For whom is Cognitive Behavioural Therapy (CBT) for psychosis most effective? An IPD meta-analysis of randomised control trials comparing CBT versus standard care and other psychosocial interventions (Cognitive Behaviour Therapy for Psychosis: Individual Modifiers of Patient Response to Treatment),0.21829146,Professor Filippo Varese,Mental Health,TRUE,TRUE,FALSE,FALSE
14/49/84,A randomised placebo-controlled clinical trial of fenofibrate to prevent progression of non-proliferative retinopathy in diabetes (LENS: Lowering Events in Non-proliferative retinopathy in Scotland),1.7895946,Dr David Preiss,"Metabolic and Endocrine,Eye",TRUE,TRUE,TRUE,TRUE
15/187/06,Thromboprophylaxis for lower limb immobilisation: An evidence synthesis,0.17570570000000002,Professor Steve Goodacre,"Injuries and Accidents,Blood",TRUE,TRUE,FALSE,FALSE
14/68/08,Multi Centre RCT of a group psychOlogical intervention for poStnatal depression in britisH mothers of south asiaN origIn - ROSHNI-2 (The word Roshni means ‘light’ in Urdu/Hindi),2.14221663,Professor Nusrat Husain,"Mental Health,Reproductive Health and Childbirth",TRUE,TRUE,TRUE,TRUE
15/35/03,Optimal Pathway for TreatIng neurOpathic paiN in Diabetes Mellitus (OPTION-DM) trial,1.86368539,Professor Solomon Tesfaye,Metabolic and Endocrine,TRUE,TRUE,TRUE,TRUE
15/38/04,A non-inferiority randomised controlled trial comparing the clinical and cost-effectiveness of one session treatment (OST) with multi-session cognitive behavioural therapy (CBT) in children with specific phobias,1.55027877,Professor Barry Wright,Mental Health,TRUE,TRUE,TRUE,FALSE
15/46/02,Methylphenidate versus placebo for fatigue in advanced cancer (MePFAC),1.94396155,Professor Patrick Stone,Cancer and neoplasms,TRUE,TRUE,TRUE,TRUE
15/08/40,"The ACUTE (Ambulance CPAP: Use, Treatment effect and Economics) feasibility study: A pilot randomised controlled trial of prehospital CPAP for acute respiratory failure",0.47557573,Dr Gordon Fuller,Respiratory,TRUE,TRUE,TRUE,FALSE
15/106/04,"A pragmatic Randomised Controlled Trial of Sensory Integration Therapy versus usual care for sensory processing difficulties in Autism Spectrum Disorder in children: impact on behavioural difficulties, adaptive skills and socialisation (SenITA)",1.1917241200000002,Dr Rachel McNamara,Mental Health,TRUE,TRUE,TRUE,FALSE
15/107/02,Facilitating the return to work of NHS staff with common mental health disorders: a feasibility study,0.4486164,Dr Ira Madan,Mental Health,TRUE,TRUE,TRUE,FALSE
15/110/02,A randomised controlled trial to assess the clinical and cost effectiveness of topical lactic acid gel for treating second and subsequent episodes of bacterial vaginosis,1.2014553899999998,Professor Jonathan Ross,Infection,TRUE,TRUE,TRUE,FALSE
15/59/22,Trial of Acute Femoral Fracture Fixation (TrAFFix). A feasibility study,0.23584163,Professor Xavier Griffin,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
15/65/01,Methods to decrease blood loss during liver resection: a network meta-analysis,0.02,Dr Christian Gluud,Oral and Gastrointestinal,FALSE,FALSE,FALSE,FALSE
15/118/01,A feasibility study and pilot trial of a modified video-feedback intervention for children and foster carers to improve mental health outcomes of children with reactive attachment disorder.,0.46743765,Professor Pasco Fearon,Mental Health,TRUE,TRUE,TRUE,FALSE
15/80/19,Antidepressant use during pregnancy: assessing benefits to mothers and long-term neurodevelopmental risks to children using the Clinical Practice Research Datalink,0.2884145,Dr Dheeraj Rai,"Mental Health,Reproductive Health and Childbirth",TRUE,FALSE,FALSE,FALSE
15/130/11,RETurn to work After stroKE   (RETAKE),1.968321,Professor Kathryn Radford,Stroke,TRUE,TRUE,TRUE,FALSE
15/80/40,"Risk-benefit and costs of unicompartmental (compared to total) knee replacement for patients with multiple co-morbidities: a non-randomised study, and different novel approaches to minimise confounding.",0.26522852,Professor Daniel Prieto-Alhambra,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
15/130/73,ELECtric Tibial nerve stimulation to Reduce Incontinence in Care homes: ELECTRIC,1.19687987,Professor Joanne Booth,Renal and Urogenital,TRUE,TRUE,TRUE,TRUE
15/130/95,A placebo controlled randomised trial of intravenous lidocaine in accelerating gastrointestinal recovery after colorectal surgery,1.26657324,Mr Hugh Paterson,Oral and Gastrointestinal,TRUE,TRUE,TRUE,TRUE
15/143/01,Medical treatment of heavy menstrual bleeding in primary care: Long term follow up of ECLIPSE trial cohort,0.17806518,Professor Joe Kai,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
16/111/106,"AZithromycin ThErapy for Chronic lung disease (AZTEC): A randomised, placebo controlled trial of azithromycin for the prevention of chronic lung disease of prematurity in preterm infants",2.3418475,Professor Sailesh Kotecha,"Reproductive Health and Childbirth,Infection",TRUE,TRUE,TRUE,TRUE
15/153/02,"A Risk-adjusted and Anatomically Stratified Cohort Comparison Study of Open Surgery, Endovascular Techniques and Medical Management for Juxtarenal Aortic Aneurysms: 
The UK COMplex AneurySm Study (UK-COMPASS)",1.14364563,Professor Srinivasa Rao Vallabhaneni,Cardiovascular,TRUE,FALSE,FALSE,FALSE
16/111/91,Autism Spectrum Social Stories In Schools Trial 2 (ASSSIST2): A randomised controlled trial and economic evaluation of a Social Stories intervention to address the social and emotional health of children with ASD in primary schools,1.05834823,Professor Catherine Hewitt,Mental Health,TRUE,TRUE,TRUE,FALSE
15/160/02,A randomised placebo-controlled trial of mifepristone and misoprostol versus misoprostol alone in the medical management of missed miscarriage: The MIFEMISO trial,1.6842353799999998,Professor Arri Coomarasamy,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
16/111/95,Managing Repetitive Behaviours: Clinical and cost effectiveness trial of a parent group intervention to manage restricted and repetitive behaviours in young children with ASD,1.430796,Dr Victoria Grahame,Mental Health,TRUE,TRUE,TRUE,FALSE
15/162/02,Clinical and cost effectiveness of a parent mediated intervention to reduce challenging behaviour in pre-schoolers with moderate to severe learning disability: a randomised controlled trial,1.43330624,Professor Angela Hassiotis,Mental Health,TRUE,TRUE,TRUE,TRUE
15/174/24,Cognitive Behavioural Therapy: An overview of systematic reviews and meta-analyses,0.40451174,Dr Beth Fordham,Mental Health,TRUE,TRUE,FALSE,TRUE
15/175/02,Treatment of extravasation injuries in infants and young children: a scoping review and survey of NHS practice,0.06558017999999999,Dr Mark Corbett,"Generic Health Relevance,Injuries and Accidents",TRUE,TRUE,FALSE,FALSE
15/188/31,Mesothelioma and Radical Surgery 2: a multicentre randomised trial comparing (extended) pleurectomy decortication versus no (extended) pleurectomy decortication for patients with malignant pleural mesothelioma (MARS 2),1.32560248,Professor Eric Lim,Cancer and neoplasms,TRUE,TRUE,TRUE,TRUE
16/13/02,Spironolactone for Adult Female Acne (SAFA): pragmatic multicentre double-blind randomised superiority trial to investigate the clinical and cost-effectiveness of spironolactone for moderate or severe persistent acne in women,1.7362943400000002,Professor Miriam Santer,Skin,TRUE,TRUE,TRUE,TRUE
15/26/06,"Clinical and cost effectiveness of progressive exercise compared to best practice advice, with or without corticosteroid injection, for the treatment of rotator cuff disorders: a 2x2 factorial randomised controlled trial (The GRASP trial)",1.249382,Professor Sarah Lamb,Musculoskeletal,TRUE,TRUE,TRUE,TRUE
15/27/01,DRAFFT 2: Distal Radius Acute Fracture Fixation Trial 2,1.24802063,Professor Matthew Costa,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
15/39/06,Managing Avascular Necrosis Treatments : An Interventional Study (MANTIS),0.52333851,Professor Siôn Glyn-Jones,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
15/57/143,"MS-STAT2: A phase 3 randomised, double blind, clinical trial investigating the effectiveness of repurposed simvastatin compared to placebo in secondary progressive multiple sclerosis, in slowing the progression of disability",4.44524236,Professor Jeremy Chataway,Neurological,TRUE,TRUE,TRUE,TRUE
15/58/18,"How do smoking cessation medicines compare with respect to their neuropsychiatric safety: a systematic review, network meta-analysis and cost effectiveness analysis.",0.29215089,Dr Kyla Thomas,"Cancer and neoplasms,Cardiovascular,Respiratory,Stroke",TRUE,TRUE,FALSE,TRUE
16/140/07,Effectiveness and cost-effectiveness of INSPIRatory musclE training (IMT) for reducing postoperative pulmonary complications (PPC): a sham-controlled randomised controlled trial (RCT) (INSPIRE),1.57996867,Dr Maria Pufulete,Generic Health Relevance,FALSE,TRUE,FALSE,FALSE
16/143/01,FROSTTIE: A randomised controlled trial of FRenotomy and breastfeeding support Or breastfeeding Support without frenotomy to investigate continuation of breastfeeding for babies with Tongue-TIE,0.87555755,Professor Marian Knight,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
16/157/02,The Clinical Effectiveness and Cost Effectiveness of Clozapine for inpatients with Borderline Personality Disorder: Randomised controlled trial,1.086531,Professor Mike Crawford,Mental Health,TRUE,TRUE,TRUE,FALSE
15/80/30,Exercise-based rehabilitation for chronic heart failure (ExTraMATCH II): An individual participant data meta-analysis of randomised controlled trials,0.15956941,Professor Rod Taylor,Cardiovascular,TRUE,TRUE,FALSE,FALSE
16/167/57,"L1FE: Lateral Compression Type-1 Fracture Fixation in the Elderly, a Randomised Controlled Trial",0.90910578,Mr Peter Bates,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
16/167/76,The effect on relapse of Culturally-adapted Family Intervention (CaFI) compared to usual care among African & Caribbean people diagnosed with psychosis in the UK: a Randomised Controlled Trial,2.23000658,Professor Dawn Edge,Mental Health,FALSE,TRUE,FALSE,FALSE
16/17/01,Prophylactic antibiotics to prevent chest infections in children with neurological impairment (Parrot) trial,1.5011106399999998,Professor Paul McNamara,"Neurological,Infection",FALSE,TRUE,FALSE,FALSE
16/19/02,"Therapist guided, parent-assisted remote digital behavioural intervention for tics in children and adolescents with Tourette syndrome: an internal pilot study and single-blind randomised controlled trial (ORBIT)",1.55024892,Professor Chris Hollis,Mental Health,TRUE,TRUE,TRUE,TRUE
16/11/03,INterventions for Complex Traumatic Events: INCiTE,0.2186542,Professor Peter Coventry,Mental Health,TRUE,TRUE,FALSE,FALSE
16/31/53,"Clinical and Cost-effectiveness of Posterior Cervical Foraminotomy versus Anterior Cervical Discectomy in the Treatment of Cervical Brachialgia: A Multicentre, Phase III, Randomised Control Trial (FORVAD Trial)",0.56047018,Mr Simon Thomson,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
16/61/10,Evaluation of chest wall stabilisation through Operative RIb Fixation (ORIF Study),1.87833175,Professor Ben Ollivere,Injuries and Accidents,TRUE,TRUE,FALSE,TRUE
16/73/03,Effectiveness and cost-effectiveness of Reverse Shoulder Arthroplasty versus Hemiarthroplasty versus Non-surgical care for acute 3 and 4 part fractures of the proximal humerus in older adults - The PROFHER-2 Randomised Clinical Trial,2.6972736200000003,Professor Amar Rangan,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
16/80/08,"The MAGIC trial (Melatonin for Anxiety prior to General anaesthesia In Children):
A Multicentre, Parallel Randomised Controlled Trial of Melatonin Versus Midazolam in the Premedication of Anxious Children Attending for Elective Dental and ENT Surgery Under General Anaesthesia",1.46492551,Professor Chris Deery,Mental Health,TRUE,TRUE,TRUE,FALSE
16/91/04,TIME: Take home naloxone Intervention Multi centre Emergency setting feasibility trial,0.59086345,Professor Helen Snooks,"Injuries and Accidents,Mental Health",TRUE,TRUE,TRUE,FALSE
16/95/01,REMEDY: Randomised Evaluation of Management of sExual DYsfunction,0.34256676,Professor Mike Crawford,Mental Health,TRUE,TRUE,TRUE,FALSE
16/99/02,Carvedilol versus variceal band ligation in primary prevention of variceal bleeding in liver cirrhosis (CALIBRE),1.43973257,Professor Dhiraj Tripathi,Oral and Gastrointestinal,TRUE,TRUE,TRUE,FALSE
16/142/04,A randomised controlled trial to establish the clinical and cost effectiveness of expectant management versus pre-operative imaging with MRCP in patients with symptomatic gallstones undergoing laparoscopic cholecystectomy at low or moderate risk of common bile duct stones: The Sunflower Study,2.857515,Professor Giles Toogood,Oral and Gastrointestinal,TRUE,TRUE,TRUE,FALSE
16/145/01,Antidepressants Trial in Parkinson's Disease (ADepT-PD),1.68061247,Professor Anette Schrag,Neurological,TRUE,TRUE,TRUE,TRUE
16/149/01,"The POOL Study.
Establishing the safety of waterbirth for mothers and babies: A cohort study with nested qualitative component",1.06028627,Professor Julia Sanders,Reproductive Health and Childbirth,TRUE,FALSE,FALSE,FALSE
16/151/01,C-STICH 2: Rescue Cervical Cerclage To Prevent Miscarriage and Preterm Birth a Randomised Controlled Trial,1.3098443,Professor Rachel Morris,Reproductive Health and Childbirth,TRUE,TRUE,TRUE,FALSE
16/153/14,"Supporting harm reduction through peer support (SHARPS): Testing the feasibility and acceptability of a peer-delivered, relational intervention for people with problem substance use who are homeless to improve health outcomes, quality of life and social functioning, and reduce harms",0.3690701,Professor Tessa Parkes,Mental Health,TRUE,TRUE,TRUE,FALSE
16/160/03,PROvision of braces for Patients with knee OsteoArthritis (PROP OA): a randomised controlled trial,1.82637062,Professor George Peat,Musculoskeletal,TRUE,TRUE,TRUE,FALSE
16/162/01,Amitriptyline at low-dose and titrated for irritable bowel syndrome as second-line treatment (The ATLANTIS study): A double-blind placebo-controlled trial,1.99328785,Professor Alexander Ford,Oral and Gastrointestinal,TRUE,TRUE,TRUE,TRUE
17/12/02,Evaluation of Coenzyme Q10 (c0-Q10) in Chronic Heart Failure (CHF): An international collaborative systematic review and individual participant data meta-analysis (IPD-MA) with linked economic evaluation and value of information (VOI) analysis,0.15936428,Professor Lesley Stewart,Cardiovascular,TRUE,TRUE,FALSE,FALSE
16/167/56,Acute Rehabilitation following Traumatic anterior shoulder dISlocAtioN (ARTISAN)- A Multi Centre RCT,1.33802643,Professor Rebecca Kearney,Injuries and Accidents,TRUE,TRUE,TRUE,FALSE
16/24/09,"Adalimumab vs placebo as add-on to Standard Therapy for autoimmune Uveitis: Tolerability, Effectiveness and cost-effectiveness. The ASTUTE pragmatic randomized controlled trial.",2.6278954,Professor Andrew Dick,"Eye,Inflammatory and Immune System",TRUE,TRUE,TRUE,FALSE
17/125/04,Eye movement desensitisation and reprocessing for symptoms of post-traumatic stress disorder in adults with intellectual disabilities (Trauma-AID),1.54154466,Professor Peter Langdon,Mental Health,TRUE,TRUE,FALSE,FALSE
16/25/12,Optimising Cardiac Surgery ouTcOmes in People with diabeteS (OCTOPuS),1.10717371,Professor Richard Holt,"Cardiovascular,Metabolic and Endocrine",TRUE,TRUE,TRUE,FALSE
17/128/04,Sputum colour charts to guide antibiotic self-treatment of acute exacerbation of COPD (Colour-COPD),1.1277333500000002,Professor Alice Turner,Respiratory,TRUE,TRUE,TRUE,TRUE
17/129/02,Supervised Pulmonary Hypertension Exercise Rehabilitation (SPHERe) trial,1.66642628,Professor Gordon McGregor,Cardiovascular,TRUE,TRUE,TRUE,FALSE
16/31/136,SPRING - Seizure Prophylaxis IN Glioma,1.35599222,Professor Michael Jenkinson,Cancer and neoplasms,TRUE,TRUE,FALSE,FALSE
16/31/63,A randomised controlled trial of specialist physiotherapy for Functional Motor Disorder (Physio4FMD),1.27389998,Dr Glenn Nielsen,"Mental Health,Neurological",TRUE,TRUE,TRUE,TRUE
17/137/02,"High or low dose Syntocinon®, for induction of labour in nulliparous women: a double blind, randomised controlled trial (The iHOLDS Trial)",2.02493621,Mr William Parry-Smith,Reproductive Health and Childbirth,FALSE,TRUE,FALSE,FALSE
17/18/02,SCIENCE - Surgery or Cast for Injuries of the EpicoNdyle in Children’s Elbows. A multi-centre prospective randomized superiority trial of operative fixation versus non-operative treatment for medial epicondyle fractures of the humerus,1.47522711,Professor Daniel Perry,Injuries and Accidents,TRUE,TRUE,FALSE,FALSE
17/21/06,The PERMIT study. Paediatric Early Rehabilitation/Mobilisation during InTensive care feasibility study,0.33717033,Dr Barney Scholefield,Generic Health Relevance,TRUE,TRUE,FALSE,TRUE
17/29/01,Effectiveness Of Group Arts Therapy Compared To Group Counselling For Diagnostically Heterogeneous Psychiatric Community Patients: Randomised Controlled Trial In Mental Health Services,1.99230874,Dr Catherine Carr,Mental Health,TRUE,TRUE,TRUE,FALSE
17/32/04,Beta-blockers or placebo for primary prophylaxis of oesophageal varices (BOPPP study),2.42931892,Dr Vishal Patel,Oral and Gastrointestinal,TRUE,TRUE,TRUE,TRUE
17/42/74,STandard versus Accelerated initiation of Renal Replacement Therapy in Acute Kidney Injury (STARRT-AKI): UK arm of a multi-centre randomized controlled trial,0.8951762,Professor Marlies Ostermann,Renal and Urogenital,TRUE,TRUE,TRUE,TRUE
